,fighter_name,wins,losses,draws,consec_wins,height_in,weight_lbs,reach_in,stance,DOB,age,SLpM,str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,avg_ctrl
1294,Mike Rhodes,10,5,0,0,73,170,74,Orthodox,1989-12-04,31,3.2,0.39,4.13,0.64,0.96,0.33,0.75,0.5,63.0
1295,Amanda Ribas,10,2,0,0,63,125,66,Orthodox,1993-08-26,27,4.25,0.44,1.78,0.71,2.31,0.58,0.85,1.6,222.0
1296,Mike Ricci,11,5,0,0,72,155,76,Southpaw,1986-03-18,34,1.8,0.32,1.64,0.65,0.67,1.0,0.54,0.0,99.66666666666667
1297,Brad Riddell,9,1,0,3,67,155,71,Orthodox,1991-09-30,29,4.36,0.5,2.62,0.53,1.0,0.37,0.6,0.0,128.33333333333334
1298,Matthew Riddle,8,3,0,0,73,170,76,Southpaw,1986-01-14,35,3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5,394.3
1299,Joe Riggs,44,17,0,0,72,185,70,Southpaw,1982-09-23,38,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6,110.66666666666667
1300,Aaron Riley,30,14,1,0,68,155,69,Southpaw,1980-12-09,40,3.45,0.34,3.78,0.61,1.18,0.34,0.6,0.1,124.11111111111111
1301,Jordan Rinaldi,14,7,0,0,61,145,72,Orthodox,1987-09-25,33,1.56,0.35,2.32,0.59,1.45,0.35,0.2,1.2,192.0
1302,Nick Ring,14,4,0,0,72,185,74,Southpaw,1979-02-10,41,3.52,0.42,3.48,0.62,1.36,0.36,0.52,0.3,154.66666666666666
1303,Mike Rio,10,5,0,0,61,155,70,Orthodox,1981-07-06,39,1.68,0.39,2.99,0.53,2.58,0.27,0.0,1.0,107.75
1304,Diego Rivas,10,2,0,0,68,145,69,Orthodox,1991-11-11,29,1.37,0.4,2.14,0.52,1.79,0.6,0.64,0.9,155.75
1305,Jorge Rivera,20,9,0,1,73,185,73,Orthodox,1972-02-28,48,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,155.46666666666667
1306,Francisco Rivera,11,7,0,0,68,135,70,Orthodox,1981-10-08,39,4.07,0.41,3.16,0.68,1.01,0.63,0.68,0.6,26.0
1307,Jimmie Rivera,23,4,0,1,64,145,68,Orthodox,1989-06-29,31,3.99,0.41,3.61,0.61,0.86,0.29,0.92,0.1,58.0
1308,Irwin Rivera,10,6,0,0,66,135,67,Southpaw,1989-02-14,31,3.36,0.44,5.07,0.57,1.0,0.16,0.7,0.0,27.666666666666668
1309,Jerome Rivera,10,4,0,0,61,135,72,Southpaw,1995-04-22,25,3.06,0.34,2.36,0.52,0.0,0.0,0.4,0.0,33.5
1310,Kali Robbins,6,3,0,0,63,115,63,Orthodox,1984-07-05,36,3.73,0.46,9.4,0.44,2.0,0.33,0.0,0.0,0
1311,Karl Roberson,9,3,0,0,73,185,74,Southpaw,1990-10-04,30,3.0,0.51,2.42,0.57,0.99,0.57,0.5,0.8,120.57142857142857
1312,Daniel Roberts,15,7,0,0,61,170,74,Southpaw,1980-08-05,40,0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5,134.71428571428572
1313,Danny Roberts,17,5,0,1,73,170,74,Southpaw,1987-07-14,33,3.41,0.44,3.08,0.55,0.18,0.06,0.53,0.4,93.3
1314,Roosevelt Roberts,10,2,0,0,74,155,73,Orthodox,1994-02-11,26,3.03,0.49,2.27,0.52,1.75,0.53,0.58,1.1,172.66666666666666
1315,Kenny Robertson,15,5,0,0,61,170,74,Orthodox,1984-02-14,36,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,203.88888888888889
1316,Gillian Robertson,9,5,0,0,65,125,63,Orthodox,1995-05-17,25,2.05,0.51,2.1,0.51,2.64,0.46,0.0,0.9,285.1111111111111
1317,Alvin Robinson,15,9,0,0,69,155,68,Southpaw,1982-07-16,38,1.57,0.5,1.29,0.51,1.24,0.5,0.25,1.2,167.75
1318,Damonte Robinson,6,1,1,0,72,155,77,,1995-06-10,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1319,Vagner Rocha,14,4,0,0,61,155,73,Orthodox,1982-06-06,38,2.64,0.42,4.5,0.48,1.4,0.33,0.5,1.9,106.25
1320,Carlos Eduardo Rocha,9,4,0,0,61,170,73,Orthodox,1981-07-12,39,1.24,0.34,1.85,0.55,0.0,0.0,0.52,1.4,79.33333333333333
1321,Luke Rockhold,16,5,0,0,75,205,77,Southpaw,1984-10-17,36,4.18,0.48,2.43,0.56,0.67,0.3,0.68,1.1,107.8
1322,Gregory Rodrigues,7,3,0,0,75,185,75,Orthodox,1992-02-17,28,6.04,0.56,7.77,0.52,0.0,0.0,0.0,0.0,0
1323,Yair Rodriguez,13,2,0,1,61,145,71,Orthodox,1992-10-06,28,4.33,0.45,3.13,0.57,0.9,0.29,0.63,0.9,88.33333333333333
1324,Mike Rodriguez,11,5,0,0,76,205,82,Southpaw,1988-11-28,32,5.19,0.59,3.47,0.44,0.0,0.0,0.4,0.0,72.4
1325,Marina Rodriguez,13,1,2,1,66,115,65,Orthodox,1987-04-29,33,4.86,0.5,3.16,0.53,0.36,0.33,0.59,0.2,99.0
1326,Daniel Rodriguez,13,2,0,0,73,170,74,Southpaw,1986-12-31,34,7.68,0.46,6.12,0.57,1.34,0.62,0.9,0.3,18.5
1327,Ray Rodriguez,16,7,0,0,67,135,71,Orthodox,1987-12-10,33,1.24,0.32,5.73,0.4,2.32,0.5,0.4,0.0,12.0
1328,Luis Rodriguez,11,2,0,0,66,125,65,Orthodox,1999-05-07,21,1.27,0.37,3.2,0.54,2.0,0.5,1.0,2.0,0
1329,Drako Rodriguez,7,1,0,1,68,135,69,Orthodox,1996-06-16,24,1.27,0.5,2.11,0.37,6.34,1.0,0.0,6.3,0
1330,Victor Rodriguez,7,3,0,0,65,135,67,Switch,1992-09-05,28,2.17,0.46,6.14,0.5,0.0,0.0,0.0,0.0,54.0
1331,Marcos Rogerio de Lima,17,8,1,0,73,253,75,Orthodox,1985-06-25,35,3.78,0.54,2.53,0.54,0.71,0.6,0.43,0.7,107.54545454545455
1332,Brett Rogers,17,10,0,0,77,265,81,Orthodox,1981-02-17,39,3.17,0.44,3.2,0.46,0.0,0.0,0.58,0.0,0
1333,Max Rohskopf,5,1,0,0,73,155,71,Orthodox,1994-09-27,26,1.7,0.31,5.8,0.42,3.0,0.33,0.0,1.5,67.0
1334,Shane Roller,11,7,0,0,61,155,72,Orthodox,1979-07-14,41,2.04,0.34,2.65,0.6,2.46,0.33,0.42,1.9,148.16666666666666
1335,Alexandr Romanov,13,0,0,2,74,262,75,Southpaw,1990-12-11,30,4.31,0.39,1.76,0.43,6.35,0.66,0.0,3.2,363.0
1336,Ricardo Romero,11,3,0,0,72,205,76,Orthodox,1978-04-15,42,2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3,79.66666666666667
1337,Yoel Romero,13,5,0,0,72,185,73,Southpaw,1977-04-30,43,3.44,0.49,3.05,0.6,1.57,0.3,0.78,0.0,113.0
1338,Anthony Romero,8,0,0,1,61,155,70,Orthodox,1997-02-25,23,5.87,0.52,4.0,0.65,2.0,0.22,1.0,0.0,0
1339,Mara Romero Borella,12,9,0,0,66,125,69,Orthodox,1986-06-03,34,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2,143.14285714285714
1340,Jesse Ronson,21,10,0,0,61,170,70,Southpaw,1985-12-24,35,3.54,0.49,2.99,0.59,0.63,0.4,0.61,0.6,40.666666666666664
1341,George Roop,15,13,1,0,73,135,72,Orthodox,1981-11-10,39,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,163.92307692307693
1342,Aaron Rosa,18,6,0,0,76,205,77,Orthodox,1983-05-28,37,4.03,0.47,4.41,0.45,0.36,0.33,0.85,0.4,20.0
1343,Charles Rosa,13,4,0,1,69,145,69,Switch,1986-08-24,34,3.41,0.37,3.9,0.49,2.01,0.33,0.45,0.9,128.25
1344,Karol Rosa,13,3,0,2,65,135,67,Orthodox,1994-12-30,26,9.7,0.5,7.0,0.5,1.0,0.5,1.0,0.0,207.0
1345,Hilarie Rose,4,2,0,0,63,115,63,Orthodox,1992-11-11,28,2.33,0.33,6.13,0.44,0.0,0.0,1.0,0.0,0
1346,Jared Rosholt,14,4,0,0,74,265,75,Orthodox,1986-08-04,34,2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1,331.25
1347,Ben Rothwell,38,13,0,0,76,265,78,Orthodox,1981-10-17,39,3.55,0.41,4.57,0.46,0.63,0.33,0.69,0.3,120.53333333333333
1348,Khalil Rountree Jr.,9,5,0,0,73,205,76,Southpaw,1990-02-26,30,3.06,0.38,3.63,0.49,0.0,0.0,0.5,0.2,9.222222222222221
1349,Ronda Rousey,12,2,0,0,67,135,66,Orthodox,1987-02-01,33,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8,89.0
1350,Philip Rowe,6,2,0,1,75,170,80,Orthodox,1990-07-18,30,8.18,0.67,6.33,0.47,0.0,0.0,0.5,0.0,0
1351,Brandon Royval,12,5,0,0,69,125,68,Southpaw,1992-08-16,28,3.77,0.46,2.88,0.47,0.79,1.0,0.53,2.4,71.66666666666667
1352,Jairzinho Rozenstruik,11,1,0,1,76,242,78,Orthodox,1988-03-17,32,4.04,0.51,3.1,0.36,0.0,0.0,0.75,0.0,5.5
1353,Mauricio Rua,27,12,1,0,73,205,76,Orthodox,1981-11-25,39,3.57,0.5,2.71,0.54,2.12,0.48,0.47,0.8,151.76190476190476
1354,Mike Russow,15,3,0,0,73,255,73,Orthodox,1976-09-11,44,1.55,0.47,2.9,0.59,4.66,0.43,0.0,0.7,294.8333333333333
1355,Danny Sabatello,9,1,0,1,61,135,71,Orthodox,1993-03-31,27,2.07,0.57,0.2,0.25,3.0,0.75,1.0,1.0,0
1356,Amir Sadollah,6,5,0,0,61,170,75,Orthodox,1980-08-27,40,4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3,100.54545454545455
1357,Frankie Saenz,13,7,0,0,66,135,66,Orthodox,1980-08-12,40,3.94,0.47,3.5,0.52,1.74,0.31,0.61,0.1,162.4
1358,Saparbeg Safarov,9,3,0,0,73,185,78,Orthodox,1986-10-14,34,4.03,0.48,2.96,0.47,2.52,0.41,0.33,0.0,184.0
1359,Tarec Saffiedine,16,7,0,0,61,170,70,Switch,1986-09-06,34,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1,130.5
1360,Jason Saggo,12,4,0,0,61,155,71,Orthodox,1985-11-23,35,2.5,0.39,2.94,0.52,2.33,0.4,0.23,0.0,177.5
1361,Ovince Saint Preux,25,15,0,0,75,205,80,Southpaw,1983-04-08,37,2.68,0.46,3.03,0.45,1.19,0.4,0.66,0.6,73.34782608695652
1362,Lukasz Sajewski,13,3,0,0,68,155,71,Orthodox,1990-11-27,30,2.06,0.35,3.88,0.57,1.01,0.25,0.66,0.0,104.0
1363,Augusto Sakai,15,2,1,0,75,265,77,Orthodox,1991-05-09,29,5.32,0.48,4.02,0.5,0.15,0.5,0.66,0.0,88.2
1364,Alessio Sakara,19,11,0,0,72,185,72,Orthodox,1981-09-02,39,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0,69.71428571428571
1365,Gokhan Saki,1,2,0,0,72,205,73,Orthodox,1983-10-19,37,7.09,0.58,4.57,0.53,0.0,0.0,1.0,0.0,4.5
1366,Justin Salas,12,7,0,0,68,155,70,Southpaw,1982-03-13,38,3.42,0.43,2.96,0.68,2.43,0.2,0.0,0.0,60.0
1367,Luis Saldana,14,6,0,1,61,145,73,Orthodox,1991-01-27,30,7.17,0.59,1.21,0.78,0.0,0.0,0.0,0.0,0
1368,Muslim Salikhov,17,2,0,4,61,170,70,Orthodox,1984-06-09,36,2.85,0.46,2.29,0.67,0.87,0.3,0.8,0.0,10.8
1369,Boston Salmon,6,3,0,0,69,135,69,Southpaw,1990-11-20,30,4.13,0.37,7.75,0.59,0.0,0.0,1.0,0.0,21.5
1370,John Salter,14,3,0,1,73,185,74,Southpaw,1985-03-21,35,1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5,86.33333333333333
1371,Josh Samman,13,4,0,0,75,185,79,Orthodox,1988-03-14,32,2.08,0.52,2.47,0.34,1.09,0.33,0.33,0.4,146.0
1372,Josh Sampo,11,5,0,0,64,125,64,Orthodox,1984-07-24,36,1.99,0.36,2.96,0.55,1.06,0.33,0.4,2.1,107.0
1373,Diego Sanchez,31,13,0,0,61,170,72,Southpaw,1981-12-31,39,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,186.34375
1374,Eddie Sanchez,15,8,0,0,74,230,74,Orthodox,1982-11-04,38,3.45,0.43,3.3,0.43,1.13,0.26,0.42,0.0,138.66666666666666
1375,Joby Sanchez,11,4,0,0,66,135,68,Orthodox,1991-06-24,29,3.22,0.36,2.82,0.63,0.95,0.71,0.51,0.4,48.6
1376,Emmanuel Sanchez,15,3,0,0,69,145,71,,1990-08-11,30,4.45,0.35,4.17,0.55,0.25,0.06,0.16,0.5,0
1377,Andrew Sanchez,13,6,0,0,73,185,74,Orthodox,1988-04-08,32,4.48,0.42,5.05,0.51,1.92,0.31,1.0,0.0,217.88888888888889
1378,Robert Sanchez,8,2,0,0,66,125,66,Orthodox,1986-03-05,34,0.96,0.4,1.78,0.46,3.61,0.62,0.5,0.7,171.66666666666666
1379,Luke Sanders,13,4,0,0,66,135,67,Southpaw,1985-12-12,35,6.21,0.51,4.11,0.53,0.31,0.2,0.66,0.3,71.0
1380,Jerrod Sanders,16,3,0,0,68,135,72,Orthodox,1979-10-01,41,0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6,251.66666666666666
1381,Cory Sandhagen,13,2,0,1,61,135,70,Switch,1992-04-20,28,6.88,0.48,3.89,0.59,1.07,0.5,0.3,0.5,95.85714285714286
1382,Hector Sandoval,14,4,0,0,62,125,64,Orthodox,1986-07-19,34,3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4,56.25
1383,Duda Santana,3,1,0,0,67,145,73,Orthodox,1996-01-10,25,6.01,0.39,2.72,0.73,6.44,0.6,0.0,0.0,155.0
1384,Shaheen Santana,6,1,0,0,73,155,75,Orthodox,1991-06-04,29,0.82,0.42,1.65,0.4,0.0,0.0,0.0,2.8,0
1385,Jorge Santiago,25,12,0,0,73,170,75,Orthodox,1980-10-09,40,1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8,56.833333333333336
1386,Mike Santiago,19,12,0,0,61,145,69,Orthodox,1989-07-28,31,3.44,0.49,3.58,0.36,2.66,0.5,0.53,1.1,138.66666666666666
1387,Richie Santiago,7,2,0,0,67,135,67,Southpaw,1992-10-10,28,3.87,0.49,4.87,0.42,0.0,0.0,0.25,0.0,0
1388,Evangelista Santos,21,18,0,0,61,170,76,Orthodox,1977-12-12,43,3.94,0.36,6.01,0.49,0.78,1.0,0.5,0.4,0
1389,Iliarde Santos,30,13,1,0,65,125,67,Orthodox,1980-09-25,40,3.0,0.3,6.1,0.57,1.66,0.23,0.83,0.0,67.66666666666667
1390,Leonardo Santos,18,4,1,6,72,155,75,Orthodox,1980-02-05,40,2.76,0.44,2.71,0.6,1.09,0.27,0.88,0.4,101.42857142857143
1391,Thiago Santos,21,8,0,0,74,205,76,Orthodox,1984-01-07,37,4.36,0.48,2.32,0.55,0.77,0.4,0.64,0.1,76.0
1392,Taila Santos,17,1,0,2,66,125,68,Orthodox,1993-06-22,27,3.52,0.48,2.22,0.59,2.0,0.8,0.85,1.0,468.3333333333333
1393,Daniel Sarafian,10,6,0,0,69,185,73,Orthodox,1982-08-21,38,2.23,0.46,3.1,0.58,0.36,0.07,0.53,0.7,53.666666666666664
1394,Yuta Sasaki,21,6,2,0,61,125,71,Southpaw,1989-10-07,31,2.16,0.41,2.5,0.5,3.03,0.43,0.41,1.2,88.33333333333333
1395,Paul Sass,14,2,0,0,72,155,73,Orthodox,1988-08-04,32,0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4,36.2
1396,Takashi Sato,16,4,0,0,61,170,73,Southpaw,1990-06-09,30,3.16,0.37,4.81,0.5,0.53,0.5,0.75,0.0,17.0
1397,Ben Saunders,22,13,2,0,74,170,77,Orthodox,1983-04-13,37,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,50.31578947368421
1398,Matt Sayles,8,3,0,0,67,145,68,Orthodox,1994-02-21,26,5.44,0.42,3.13,0.61,0.0,0.0,0.81,0.4,78.0
1399,Eric Schafer,14,8,2,0,75,185,76,Orthodox,1977-09-20,43,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8,126.55555555555556
1400,Brendan Schaub,10,5,0,0,76,245,78,Orthodox,1983-03-18,37,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4,134.36363636363637
1401,Matt Schnell,15,5,0,1,68,125,70,Orthodox,1990-01-15,31,4.2,0.36,4.02,0.62,0.48,0.33,0.53,1.2,6.25
1402,Justin Scoggins,11,5,0,0,67,125,66,Southpaw,1992-05-02,28,3.56,0.51,2.16,0.55,3.42,0.63,0.82,0.5,244.11111111111111
1403,Brad Scott,11,6,0,0,73,170,76,Orthodox,1989-06-24,31,3.52,0.41,4.31,0.57,0.32,0.15,0.63,0.7,122.5
1404,Neil Seery,16,13,0,0,64,125,64,Orthodox,1979-08-30,41,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6,56.57142857142857
1405,Stefan Sekulic,12,3,0,0,72,170,75,Southpaw,1992-02-12,28,1.47,0.37,2.4,0.57,1.0,0.2,0.33,0.0,136.0
1406,Pete Sell,10,7,0,0,61,170,75,Orthodox,1982-08-05,38,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9,84.14285714285714
1407,Mackens Semerzier,8,4,0,0,69,145,72,Orthodox,1980-11-03,40,2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1,96.0
1408,Alex Serdyukov,8,5,0,0,74,170,74,Orthodox,1980-05-24,40,4.94,0.48,3.1,0.46,1.84,0.55,0.67,1.8,0
1409,Matt Serra,11,7,0,0,66,170,68,Orthodox,1974-06-02,46,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,247.07142857142858
1410,Fredy Serrano,3,2,0,0,63,125,65,Orthodox,1979-09-22,41,1.58,0.26,1.89,0.61,2.84,0.25,0.84,0.0,88.25
1411,Edmen Shahbazyan,11,1,0,0,74,185,74,Orthodox,1997-11-20,23,3.85,0.51,4.31,0.49,4.44,0.4,0.58,0.5,127.8
1412,Leon Shahbazyan,7,2,0,0,76,170,74,Orthodox,1995-11-18,25,6.33,0.52,8.18,0.32,1.46,0.5,0.0,0.0,0
1413,Liliya Shakirova,8,2,0,0,64,125,65,Orthodox,1991-10-24,29,2.7,0.3,2.58,0.74,0.0,0.0,0.0,0.0,29.0
1414,Kamal Shalorus,9,5,2,0,68,155,68,Orthodox,1972-08-27,48,3.06,0.32,2.99,0.7,2.07,0.5,0.8,0.0,21.666666666666668
1415,Ken Shamrock,28,17,2,0,73,205,72,Orthodox,1964-02-11,56,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,
1416,Eric Shelton,12,6,0,0,66,125,68,Orthodox,1991-02-02,29,2.57,0.42,1.88,0.63,2.83,0.51,0.46,0.2,191.83333333333334
1417,Sean Sherk,36,4,1,1,66,155,67,Orthodox,1973-08-05,47,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,436.9166666666667
1418,Chase Sherman,15,6,0,1,76,250,78,Orthodox,1989-11-16,31,6.02,0.45,5.55,0.52,0.0,0.0,0.77,0.0,33.0
1419,Valentina Shevchenko,19,3,0,6,65,125,66,Southpaw,1988-03-07,32,2.98,0.5,2.03,0.62,2.21,0.58,0.75,0.3,299.6363636363636
1420,Antonina Shevchenko,9,2,0,1,68,125,67,Southpaw,1984-11-20,36,4.09,0.56,2.51,0.54,0.65,0.6,0.56,0.7,183.4
1421,Jake Shields,31,9,1,0,72,170,72,Orthodox,1979-01-09,42,2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2,235.28571428571428
1422,Henrique Shiguemoto,13,4,1,0,61,185,72,Orthodox,1989-06-22,31,3.6,0.33,6.0,0.16,0.0,0.0,0.5,0.0,0
1423,Jack Shore,13,0,0,2,68,135,71,Orthodox,1995-02-06,25,3.69,0.54,0.59,0.76,5.16,0.46,0.0,1.5,358.0
1424,Ivan Shtyrkov,15,0,1,0,72,205,74,Orthodox,1988-06-09,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1425,Sam Sicilia,15,8,0,0,68,145,67,Orthodox,1986-02-01,34,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,122.0
1426,Steven Siler,29,16,0,0,61,145,70,Orthodox,1987-02-15,33,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6,95.77777777777777
1427,Anderson Silva,34,11,0,0,74,185,77,Southpaw,1975-04-14,45,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,34.166666666666664
1428,Wanderlei Silva,35,13,1,1,61,205,74,Orthodox,1976-07-03,44,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,
1429,Thiago Silva,19,6,0,2,74,205,74,Orthodox,1982-11-12,38,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7,37.7
1430,Antonio Silva,19,12,1,0,76,264,82,Orthodox,1979-09-14,41,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8,16.3
1431,Erick Silva,19,9,0,0,72,170,74,Orthodox,1984-06-21,36,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,66.53333333333333
1432,Leandro Silva,20,6,1,0,69,155,72,Orthodox,1985-11-11,35,2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4,152.14285714285714
1433,Claudio Silva,14,2,0,0,61,170,71,Southpaw,1982-09-06,38,3.14,0.42,3.12,0.43,3.01,0.28,0.66,1.6,228.16666666666666
1434,Joaquim Silva,11,3,0,0,68,155,69,Southpaw,1989-02-05,31,3.92,0.37,4.43,0.56,0.24,0.5,0.64,0.7,28.666666666666668
1435,Felipe Silva,8,2,0,0,72,155,77,Orthodox,1984-05-08,36,5.4,0.5,1.8,0.59,1.0,1.0,0.71,0.0,58.666666666666664
1436,Bruno Silva,10,5,2,0,64,125,65,Orthodox,1990-03-16,30,2.6,0.42,3.51,0.55,3.14,0.3,0.61,0.0,116.0
1437,Gabriel Silva,8,2,0,0,66,135,71,Orthodox,1994-08-26,26,1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5,207.5
1438,Jacob Silva,6,4,0,0,65,125,67,Orthodox,1988-02-23,32,4.17,0.44,4.92,0.56,1.51,1.0,0.66,0.0,0
1439,Douglas Silva de Andrade,26,4,0,0,67,145,68,Orthodox,1985-06-22,35,3.77,0.38,4.26,0.58,0.7,0.5,0.66,0.0,30.125
1440,Elias Silverio,13,3,0,0,61,155,73,Orthodox,1986-09-22,34,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2,282.8
1441,Jamey Simmons,7,3,0,0,66,145,70,Orthodox,1992-09-11,28,0.52,0.5,2.08,0.5,0.0,0.0,1.0,0.0,44.0
1442,Ricky Simon,17,3,0,2,66,135,69,Orthodox,1992-08-31,28,3.09,0.42,3.41,0.63,7.07,0.53,0.72,0.3,239.0
1443,Aaron Simpson,12,5,0,0,72,170,73,Orthodox,1974-07-20,46,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5,291.6363636363636
1444,Tony Sims,12,4,0,0,61,155,70,Southpaw,1985-10-14,35,1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7,33.333333333333336
1445,Everett Sims,4,1,0,0,77,260,77,Southpaw,1988-09-04,32,0.81,0.66,2.19,0.3,0.0,0.0,0.42,1.2,0
1446,Rory Singer,11,9,0,0,74,185,77,Orthodox,1976-05-28,44,2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8,38.5
1447,Elvis Sinosic,7,11,2,0,75,205,77,Orthodox,1971-02-13,49,1.13,0.37,4.6,0.53,0.0,0.0,0.0,1.2,10.571428571428571
1448,Dennis Siver,23,11,0,1,66,145,70,Orthodox,1979-01-13,42,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,96.7
1449,Chas Skelly,18,3,0,1,61,145,72,Orthodox,1985-05-11,35,2.02,0.4,3.35,0.48,1.71,0.34,0.33,2.4,217.7
1450,Scott Smith,18,11,0,0,72,185,70,Orthodox,1979-05-21,41,1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5,69.75
1451,Trevor Smith,15,10,0,0,75,185,75,Orthodox,1981-01-05,40,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,287.1666666666667
1452,Anthony Smith,34,16,0,1,76,205,76,Orthodox,1988-07-26,32,2.94,0.46,4.38,0.42,0.49,0.28,0.51,0.7,44.4
1453,Colton Smith,7,4,0,0,72,155,71,Orthodox,1987-08-14,33,1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4,237.5
1454,Leslie Smith,10,7,1,2,69,135,66,Orthodox,1982-08-17,38,7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0,33.714285714285715
1455,Devonte Smith,10,2,0,0,69,155,76,Orthodox,1993-07-30,27,6.88,0.56,3.65,0.59,0.0,0.0,1.0,0.0,1.6666666666666667
1456,Cole Smith,7,2,0,0,61,135,67,Orthodox,1989-04-05,31,1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7,395.3333333333333
1457,Nate Smith,6,1,0,0,66,125,69,Switch,1995-04-09,25,1.28,0.38,2.04,0.35,0.0,0.0,0.33,2.3,0
1458,Dmitrii Smoliakov,9,3,0,0,74,253,74,Switch,1982-08-05,38,1.44,0.42,3.81,0.55,0.0,0.0,0.75,0.0,0.0
1459,Louis Smolka,17,7,0,1,69,135,68,Orthodox,1991-07-16,29,4.44,0.46,3.74,0.53,1.84,0.37,0.31,1.9,178.73333333333332
1460,Richie Smullen,3,1,1,0,69,155,68,Orthodox,1991-08-17,29,1.98,0.77,2.26,0.65,8.49,0.66,0.0,0.0,100.0
1461,Devin Smyth,4,2,0,0,61,170,72,Switch,1995-07-21,25,2.6,0.68,6.73,0.25,4.0,0.26,1.0,0.0,0
1462,Peter Sobotta,17,7,1,0,72,170,75,Southpaw,1987-01-11,34,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5,218.8
1463,Renato Sobral,37,11,0,0,73,205,75,Orthodox,1975-09-07,45,2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6,248.4
1464,Rameau Thierry Sokoudjou,18,18,0,0,61,205,78,Orthodox,1984-04-18,36,2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9,8.333333333333334
1465,Joe Solecki,10,2,0,3,69,155,70,Orthodox,1993-08-27,27,3.62,0.74,0.93,0.51,3.31,0.62,0.0,1.3,453.0
1466,Song Kenan,16,5,0,2,72,170,71,Orthodox,1990-03-10,30,4.3,0.45,4.2,0.56,0.0,0.0,0.45,0.0,11.2
1467,Chael Sonnen,29,15,1,0,73,205,73,Southpaw,1977-04-03,43,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,424.0
1468,Jin Soo Son,9,4,0,0,66,135,69,Orthodox,1993-04-01,27,5.1,0.36,7.63,0.52,1.5,0.25,1.0,0.0,126.5
1469,Punahele Soriano,8,0,0,3,61,185,72,Southpaw,1992-11-22,28,4.46,0.43,2.86,0.52,2.6,0.66,0.0,0.0,56.0
1470,Dmitry Sosnovskiy,11,0,0,1,75,240,77,Orthodox,1989-07-06,31,2.95,0.7,2.53,0.35,3.16,0.66,1.0,3.2,255.0
1471,Ben Sosoli,7,3,0,0,72,265,72,Southpaw,1989-12-10,31,2.31,0.31,4.3,0.47,0.0,0.0,0.0,0.0,0.0
